School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610276,Irvin C Mollison Elementary School,ES,60653,No,Track_E,Probation,Level 3,No,Average,44,NDA,NDA,Average,46,Weak,38,NDA,NDA,NDA,NDA,Average,52,Average,50,91.10%,36.1,94.30%,94.40%,49.3,36.8,27.4,19.8,48.2,41.9,34.4,26.4,57.9,41.9,11.1,25.9,4.8,4.3,0.2,0.2,Yellow,Yellow,20.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,244,40,NDA,38,GRAND BOULEVARD
610103,Isabelle C O'Keeffe Elementary School,ES,60649,No,Standard,Probation,Level 3,No,Very Weak,17,NDA,NDA,Weak,28,Weak,29,NDA,NDA,NDA,NDA,Weak,40,Weak,43,92.10%,24.6,94.60%,100.00%,52,54,13.8,16.4,42.8,29.1,17.9,28.6,43.3,60,1.7,19,3.4,6.7,-0.4,0.7,Yellow,Yellow,17.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,575,46,NDA,43,SOUTH SHORE
610256,Jackie Robinson Elementary School,ES,60653,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,45,Average,47,90.50%,47.9,93.80%,100.00%,52,30.6,10.6,21.3,39.1,26.1,NDA,NDA,NDA,NDA,NDA,NDA,6.5,6.4,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,140,40,NDA,36,OAKLAND
609797,Jacob Beidler Elementary School,ES,60612,No,Track_E,Not on Probation,Level 2,No,Strong,63,NDA,NDA,Strong,70,Average,58,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.40%,0.7,96.60%,100.00%,70.7,54.1,30,17.3,55.4,70.7,24.8,24.3,50.7,56.2,3.8,7.5,14.3,5.1,0.5,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,411,34,NDA,27,EAST GARFIELD PARK
609912,James B Farnsworth Elementary School,ES,60630,No,Track_E,Not on Probation,Level 2,No,Average,55,Strong,62,Average,40,Weak,38,Strong,63,Average,59,Strong,55,Average,50,94.20%,1.7,95.60%,100.00%,68.4,33.1,50.3,60.8,62.7,55,52.1,57.6,59.2,60.4,30.2,41.8,30.7,25.6,1,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,574,30,NDA,11,JEFFERSON PARK
610070,James B McPherson Elementary School,ES,60640,No,Standard,Not on Probation,Level 2,No,Strong,71,NDA,NDA,Average,48,Weak,38,NDA,NDA,NDA,NDA,Average,52,Strong,54,96.50%,1.2,96.30%,100.00%,69.7,41.9,36.7,39.7,47.4,51.7,30.4,42,34.1,43.4,10.2,37.3,15.4,15.9,-0.8,-0.6,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,695,31,NDA,4,LINCOLN SQUARE
610066,James E McDade Elementary Classical School,ES,60619,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Average,57,Average,52,NDA,NDA,NDA,NDA,Strong,61,Average,52,96.20%,0,94.30%,100.00%,NDA,NDA,87.7,82.2,50.7,48.1,NDA,90,NDA,45,NDA,NDA,73.3,74.1,-1.1,-0.7,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,199,45,NDA,44,CHATHAM
609803,James G Blaine Elementary School,ES,60613,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Strong,76,Strong,74,NDA,NDA,NDA,NDA,Weak,40,Weak,46,96.40%,2.1,96.00%,88.40%,87.5,62.6,88.6,78.5,61.7,62.8,81.9,79.9,56.3,63.6,53.6,73.2,61.3,50.1,0.9,-0.4,Green,Yellow,50,63.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,923,33,NDA,6,LAKE VIEW
609983,James Hedges Elementary School,ES,60609,No,Track_E,Not on Probation,Level 2,No,Weak,22,NDA,NDA,Weak,22,Weak,24,NDA,NDA,NDA,NDA,Weak,41,Weak,45,95.40%,48.8,96.50%,100.00%,66.3,41.1,34,19.6,46.3,50.4,25.1,25.2,57,55.1,13.2,17.1,12.6,6.8,-0.1,0.5,Yellow,Yellow,16.5,61.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,845,42,NDA,61,NEW CITY
610047,James Madison Elementary School,ES,60619,No,Track_E,Probation,Level 2,No,Weak,39,NDA,NDA,Weak,32,Weak,28,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,12.4,97.70%,100.00%,60,60.7,21.8,24.3,52,49,33.3,19.3,48.8,38.6,3.1,28.1,14.1,5.1,0.7,-0.9,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,317,46,NDA,43,SOUTH SHORE
610074,James Monroe Elementary School,ES,60647,No,Track_E,Probation,Level 2,No,Average,45,NDA,NDA,Weak,26,Weak,22,NDA,NDA,NDA,NDA,Average,47,Average,47,95.10%,22.1,95.80%,98.10%,66.5,25.8,37.9,27,46.5,55.1,31.6,32.2,50.3,45.3,12.5,24,15.5,11.6,-0.6,-0.4,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1125,29,NDA,22,LOGAN SQUARE
610200,James N Thorp Elementary School,ES,60617,No,Standard,Probation,Level 3,No,Weak,32,NDA,NDA,Weak,39,Weak,39,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.80%,45.4,95.90%,100.00%,51,24.3,9.1,10.4,33.6,31,27.3,30.5,52.9,43.8,3.6,20,8.7,3.6,-0.4,-1.2,Yellow,Red,14,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,449,47,NDA,46,SOUTH CHICAGO
610107,James Otis Elementary School,ES,60622,No,Standard,Probation,Level 1,No,Very Strong,83,Very Strong,92,Strong,67,Average,58,Very Strong,92,Very Strong,94,Strong,54,Strong,54,95.50%,3.2,96.50%,100.00%,50.9,47.1,35.9,46.6,53.4,63.1,51.4,55,61.3,57.7,25.8,19.4,21.8,11.1,0.7,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,491,35,NDA,24,WEST TOWN
609891,James R Doolittle Jr Elementary School,ES,60616,No,Track_E,Probation,Level 3,No,Weak,30,NDA,NDA,Weak,25,Average,46,NDA,NDA,NDA,NDA,Weak,44,Average,47,91.40%,134.8,94.70%,97.70%,55.6,50,15.9,3.7,40.6,32.4,7.4,24.5,39.8,54.9,11.8,35.3,2.2,1.1,-1.4,-0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,306,40,NDA,35,DOUGLAS
610044,James Russell Lowell Elementary School,ES,60651,No,Track_E,Probation,Level 2,No,Weak,39,NDA,NDA,Weak,39,Average,40,NDA,NDA,NDA,NDA,Weak,45,Average,52,93.20%,11.2,95.70%,100.00%,52.7,40.9,20.6,18.5,39.5,50.3,42.3,28.4,66.4,52.2,8,26,10.2,8.2,0.2,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,593,34,NDA,23,HUMBOLDT PARK
610174,James Shields Elementary School,ES,60632,No,Standard,Not on Probation,Level 2,No,Weak,38,NDA,NDA,Average,57,Average,58,NDA,NDA,NDA,NDA,Average,50,Average,50,97.00%,13.9,97.00%,99.60%,54.3,NDA,37.2,35.1,59.8,70.8,41.9,44.9,63.2,66.8,23.3,25.6,18.3,12.7,1.1,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1834,39,NDA,58,BRIGHTON PARK
610213,James Wadsworth Elementary School,ES,60637,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,47,Average,49,92.20%,8,95.50%,100.00%,78,45.1,13.4,22.3,60.6,35.6,NDA,NDA,NDA,NDA,NDA,NDA,5.4,5.4,-1.3,-0.6,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,277,46,NDA,42,WOODLAWN
610217,James Ward Elementary School,ES,60616,Yes,Standard,Not on Probation,Level 1,No,Average,49,Strong,65,Average,50,Average,46,Strong,63,Average,56,Average,48,Weak,43,97.80%,1.3,96.90%,100.00%,74.8,63.8,71.6,57,68.1,80.6,77.8,53.3,79.3,51.9,44.2,34.6,51.1,23.8,-0.1,-1,Yellow,Red,43.6,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,492,40,NDA,34,ARMOUR SQUARE
610274,James Weldon Johnson Elementary School,ES,60623,No,Track_E,Probation,Level 2,No,Strong,67,Weak,38,Strong,61,Strong,75,Strong,63,Strong,66,Average,51,Strong,54,94.70%,1.4,97.50%,100.00%,64.3,NDA,21.3,19.8,54.3,48.8,17.3,28,59.3,50,3.8,30.8,8.9,5,-0.4,-1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,37,NDA,29,NORTH LAWNDALE
609772,Jane Addams Elementary School,ES,60617,No,Standard,Not on Probation,Level 2,No,Average,56,Average,50,Average,44,Average,46,Average,47,Average,44,Average,53,Average,53,96.00%,5,96.80%,100.00%,71.4,NDA,32.5,40.6,60.7,63.6,53.9,57.7,77.4,66.8,19.5,36.8,19.3,15.9,0.5,-0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,928,47,NDA,52,EAST SIDE
610093,Jane A Neil Elementary School,ES,60619,No,Standard,Probation,Level 3,No,Average,42,Average,41,Weak,27,Weak,28,Average,40,Weak,36,Average,52,Average,53,88.90%,5,94.60%,100.00%,NDA,47.4,25,32.3,51.7,60.4,38.1,41.7,62.7,69.9,3.4,13.8,11.4,7.1,-0.7,1,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,306,45,NDA,44,CHATHAM
609796,Jean Baptiste Beaubien Elementary School,ES,60630,Yes,Standard,Not on Probation,Level 1,No,Strong,63,NDA,NDA,Average,49,Average,47,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.70%,7.4,96.30%,98.40%,81.6,NDA,66.8,68.9,67.4,69.1,77,73.4,70.6,60.1,45.1,56.6,49.1,41.8,0.2,0.2,Yellow,Yellow,36.8,72.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1181,31,NDA,11,JEFFERSON PARK
610031,Jean D Lafayette Elementary School,ES,60622,No,Track_E,Probation,Level 3,No,Average,44,Average,53,Average,43,Weak,38,Very Strong,80,Strong,72,Average,52,Average,52,94.10%,14.3,96.30%,98.60%,54.6,12,25.3,23.3,44.9,45.6,26,22.7,48.3,46.7,11.3,26.4,8.3,6.2,-0.3,-1.3,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,474,34,NDA,24,WEST TOWN
610271,Jensen Elementary Scholastic Academy,ES,60612,No,Track_E,Probation,Level 2,No,Weak,35,Average,41,Average,42,Strong,67,Average,43,Average,40,Weak,46,Average,47,93.10%,17.2,95.30%,100.00%,81.3,75.5,61.4,37.3,58.9,78.6,48.8,37.3,63.4,63.2,11.6,23.3,20.2,11.7,2.9,0.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,364,37,NDA,27,EAST GARFIELD PARK
609932,Jesse Owens Elementary Community Academy,ES,60628,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,51,Strong,55,91.30%,4.9,93.50%,100.00%,57.1,37.9,11.9,28.4,42.2,42.2,NDA,NDA,NDA,NDA,NDA,NDA,50,13,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,340,48,NDA,53,WEST PULLMAN
610173,Jesse Sherwood Elementary School,ES,60621,No,Track_E,Probation,Level 2,No,Weak,38,NDA,NDA,Average,47,Average,58,NDA,NDA,NDA,NDA,Average,51,Strong,56,92.00%,3.9,95.50%,100.00%,50.9,41.5,17.6,17.1,51.5,47.5,55.2,40,79.6,65.2,NDA,NDA,25.7,12.9,3.6,3.2,Green,Green,43.1,71.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,355,42,NDA,68,ENGLEWOOD
609942,Johann W von Goethe Elementary School,ES,60647,No,Standard,Not on Probation,Level 2,No,Strong,75,Strong,61,Strong,68,Average,52,Strong,62,Strong,69,Strong,57,Average,53,95.80%,5.6,97.00%,99.10%,72.7,55.1,40.6,42.4,68.6,80.2,57.6,52.7,71.2,59.6,21.4,31.4,24.9,17.6,-0.8,-0.7,Red,Red,20.5,29.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,35,NDA,22,LOGAN SQUARE
610216,John A Walsh Elementary School,ES,60608,No,Track_E,Not on Probation,Level 2,Yes,Strong,60,NDA,NDA,Strong,70,Very Strong,91,NDA,NDA,NDA,NDA,Average,48,Average,53,95.10%,2.9,95.30%,97.00%,64.4,NDA,37.6,37,49.6,61.5,47.1,44.5,60.4,63.9,12.1,24.2,17.4,12.5,0.2,0.3,Yellow,Yellow,40,42.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,501,39,NDA,31,LOWER WEST SIDE
609789,John Barry Elementary School,ES,60641,No,Standard,Not on Probation,Level 2,No,Weak,35,Average,49,Strong,70,Very Strong,81,Weak,34,Average,41,Average,51,Average,49,95.10%,5.6,96.10%,97.70%,76.4,55,41.2,28.2,44.9,49.2,63.6,32.5,81.2,64.8,NDA,NDA,15.2,12.4,0.7,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,800,29,NDA,20,HERMOSA
609894,John B Drake Elementary School,ES,60616,No,Track_E,Probation,Level 3,No,Average,59,Weak,20,Average,57,Average,46,Average,43,Very Weak,16,Average,50,Average,49,93.80%,43.3,95.90%,100.00%,63,NDA,15.7,29.8,67.1,60,41.8,50,83.1,78.5,7.7,26.9,7.7,9.5,-0.2,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,249,40,NDA,35,DOUGLAS
610089,John B Murphy Elementary School,ES,60618,No,Standard,Not on Probation,Level 1,No,Very Strong,80,NDA,NDA,Strong,75,Average,59,NDA,NDA,NDA,NDA,Strong,58,Strong,54,95.60%,1.9,96.30%,100.00%,61.3,NDA,43.4,30.5,40.6,45.9,64.3,44.8,46.7,40.7,NDA,NDA,22,20.7,-0.5,-0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,638,31,NDA,16,IRVING PARK
610243,John Calhoun North Elementary School,ES,60612,Yes,Track_E,Not on Probation,Level 1,No,Average,52,Average,51,Average,44,Average,54,Strong,79,Very Strong,88,Weak,43,Average,48,95.90%,4.6,96.50%,98.10%,71.3,48.8,37.4,28.3,52.2,61.5,50.5,37.9,62.5,69.3,12.5,25,32.8,14.4,3.5,3.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,328,38,NDA,27,EAST GARFIELD PARK
609829,John C Burroughs Elementary School,ES,60632,No,Track_E,Not on Probation,Level 2,Yes,Average,50,Average,55,Weak,39,Weak,38,Strong,71,Average,53,Average,50,Weak,45,95.60%,0.2,96.10%,100.00%,67.3,27.9,47.7,43.4,55.9,45.1,44.2,57.4,51.9,64.3,25,15.9,25.9,16,0.1,-0.1,Yellow,Yellow,42.2,21.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,510,39,NDA,58,BRIGHTON PARK
609866,John C Coonley Elementary School,ES,60618,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,Very Strong,90,Strong,65,Weak,39,Strong,65,Average,56,Strong,58,Strong,55,95.90%,1.4,96.50%,100.00%,90.1,52.9,72.6,66.7,61.4,65.8,64.8,64.8,53.8,63.5,27.8,50,45.3,39,-0.7,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,668,31,NDA,5,NORTH CENTER
609893,John C Dore Elementary School,ES,60638,Yes,Standard,Not on Probation,Level 1,No,Strong,74,Strong,67,Strong,69,Strong,79,Average,57,Average,51,Strong,58,Weak,46,95.60%,10.8,96.70%,96.20%,81.8,52.9,58.4,62.7,70.5,68.1,76.9,74,85,69.4,58,60,43.8,25.3,2.6,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,590,44,NDA,64,CLEARING
609959,John Charles Haines Elementary School,ES,60616,No,Standard,Not on Probation,Level 1,No,Weak,32,Average,47,Weak,37,Weak,37,Average,42,Average,48,Weak,43,Weak,43,98.40%,0.3,96.20%,96.90%,70.2,47.6,69.3,57.6,69,69.8,73.2,53.6,74.3,63.6,35.9,32,45,25.7,1,0.5,Green,Yellow,25.9,93.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,664,40,NDA,34,ARMOUR SQUARE
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,60643,No,Track_E,Probation,Level 3,No,Weak,32,Average,47,Average,43,Average,51,Average,53,Average,42,Average,52,Strong,54,93.20%,40.8,96.30%,86.90%,75.9,67.7,34.5,27.9,50,52.2,44.2,34.2,50.6,48.3,13.8,13.6,12.9,8.3,0.6,-0.2,Green,Yellow,4.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,553,49,NDA,75,MORGAN PARK
609898,John F Eberhart Elementary School,ES,60629,No,Standard,Probation,Level 3,No,Average,42,Average,41,Weak,33,Weak,34,Average,42,Weak,32,NDA,NDA,NDA,NDA,95.30%,13.1,95.60%,100.00%,48.2,27.3,28.2,31.4,52.4,49.5,32.8,39.9,50.4,51.3,10.2,20.9,8.9,9.6,-1.5,-0.7,Red,Red,15.9,17.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1777,44,NDA,66,CHICAGO LAWN
609919,John Fiske Elementary School,ES,60637,No,Track_E,Probation,Level 3,No,Very Weak,13,Weak,24,Weak,37,Average,55,Average,40,Weak,35,Average,47,Average,50,92.90%,37.1,91.70%,91.40%,87.1,NDA,15.7,14.6,58,54.2,30.1,30.1,69.7,61.8,32.1,28.6,4,4,-1.3,-1.5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,254,46,NDA,42,WOODLAWN
610263,John Foster Dulles Elementary School,ES,60637,No,Track_E,Probation,Level 2,No,Average,42,Weak,22,Average,53,Average,42,Weak,32,Weak,21,Average,51,Strong,55,94.10%,28.2,97.30%,100.00%,91.7,NDA,16.9,19.9,42.3,47.4,15.5,13.1,61.9,48.8,2.5,5.1,9.1,3.8,1.4,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,537,42,NDA,69,GREATER GRAND CROSSING
610228,John Greenleaf Whittier Elementary School,ES,60608,No,Standard,Probation,Level 3,No,Strong,65,NDA,NDA,Average,45,Weak,24,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,3.8,96.50%,100.00%,50.4,NDA,13.3,17.3,35.9,36.2,22.3,21.5,50,45.8,6.4,25.5,6.3,3.9,-0.9,-0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,409,39,NDA,31,LOWER WEST SIDE
609971,John Harvard Elementary School of Excellence,ES,60620,No,Track_E,Probation,Level 2,No,Average,51,Weak,24,Strong,61,Strong,61,Average,43,Weak,36,Average,47,Strong,55,93.00%,8.7,96.00%,97.80%,NDA,NDA,25.6,28.2,42.7,46.8,50,38.9,58.8,53.1,14.6,23.1,13.8,7.7,1.2,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,476,45,NDA,69,GREATER GRAND CROSSING
609975,John Hay Elementary Community Academy,ES,60651,No,Track_E,Probation,Level 2,No,Average,44,NDA,NDA,Average,49,Strong,61,NDA,NDA,NDA,NDA,Average,52,Strong,55,92.90%,30.8,97.10%,100.00%,53.8,51.5,45.8,26.8,58,68.4,34.3,34.1,68.7,65.2,0,5.4,11.9,10,0,0.9,Yellow,Green,10.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,554,36,NDA,25,AUSTIN
609964,John H Hamline Elementary School,ES,60609,No,Standard,Not on Probation,Level 2,No,Weak,33,Weak,24,Weak,29,Average,43,Very Weak,17,Weak,33,Weak,44,Average,47,94.40%,7.5,95.70%,100.00%,61.7,48.9,39.1,19.5,50.8,67.9,58,26.5,64.5,56.5,9.1,18.2,20.1,6.1,1,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,679,42,NDA,61,NEW CITY
610026,John H Kinzie Elementary School,ES,60638,No,Standard,Not on Probation,Level 1,No,Strong,64,NDA,NDA,Average,49,Average,54,NDA,NDA,NDA,NDA,Average,50,Average,48,95.40%,14.9,95.30%,99.10%,62,NDA,62.6,42.6,51.6,67.6,68.3,50.2,60,56.4,36.7,40.5,32.6,19.7,0.4,-0.3,Yellow,Yellow,26.5,63.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,733,44,NDA,56,GARFIELD RIDGE
610207,John H Vanderpoel Elementary Magnet School,ES,60643,Yes,Standard,Not on Probation,Level 2,No,Strong,74,NDA,NDA,Weak,24,Weak,31,NDA,NDA,NDA,NDA,Strong,55,Average,50,97.20%,0.3,96.20%,100.00%,81.6,69.8,51.7,47.7,53.5,59.8,42.7,54.5,35.7,55.9,11.1,38.9,17.7,24.1,-0.3,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,317,49,NDA,72,BEVERLY
609782,John J Audubon Elementary School,ES,60618,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95,Strong,73,Strong,75,Strong,60,Strong,60,Strong,65,Strong,61,Average,47,96.20%,4.5,96.70%,98.60%,NDA,54.3,72.1,68.9,65.5,76.7,67.5,70.3,82.6,65.3,31.6,36.8,45.3,34.8,1.2,1.1,Green,Green,47.4,61.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,580,33,NDA,5,NORTH CENTER
610126,John J Pershing Elementary Humanities Magnet,ES,60616,Yes,Standard,Not on Probation,Level 1,No,NDA,,Very Strong,90,NDA,,NDA,,Strong,70,Strong,78,NDA,NDA,NDA,NDA,95.50%,19.2,96.70%,100.00%,NDA,92.3,56.3,56.3,77.1,80.9,NDA,NDA,NDA,NDA,NDA,NDA,54.9,39.2,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,258,40,NDA,35,DOUGLAS
610054,John L Marsh Elementary School,ES,60617,No,Standard,Probation,Level 2,No,Strong,72,Average,53,Average,53,Weak,39,Average,55,Average,48,Average,50,Strong,55,95.70%,5.4,95.50%,99.10%,55.8,37.6,34.5,34.9,53.2,58.7,33.5,44.9,50.8,52.2,11.1,31.1,18.9,14.5,-0.9,-0.8,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,841,47,NDA,51,SOUTH DEERING
609954,John Milton Gregory Elementary School,ES,60624,No,Track_E,Not on Probation,Level 1,No,Average,44,Average,43,Weak,39,Average,43,Strong,66,Average,59,Average,49,Strong,55,95.20%,3.2,94.60%,100.00%,61.6,45.5,36.8,17.9,62.3,70.8,44.3,37.7,69.1,77.9,6.3,41.7,24.2,19.5,1.5,2.1,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,323,37,NDA,27,EAST GARFIELD PARK
610180,John M Smyth Elementary School,ES,60608,No,Track_E,Probation,Level 3,No,Weak,37,NDA,NDA,Average,54,Strong,64,NDA,NDA,NDA,NDA,Weak,43,Average,52,92.40%,20.1,93.30%,100.00%,67.8,NDA,17.6,10.6,38.1,46,24.8,12.3,54.2,38.8,1.4,1.4,6.3,3.2,1.1,-0.9,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,475,38,NDA,28,NEAR WEST SIDE
610199,Johnnie Colemon Elementary Academy,ES,60643,No,Track_E,Not on Probation,Level 2,No,Strong,60,NDA,NDA,Average,56,Strong,63,NDA,NDA,NDA,NDA,Average,53,Strong,57,95.90%,23.4,95.40%,100.00%,75.3,53.4,24.4,22.1,47.6,46.9,47.2,44.4,37.7,50.7,12.5,16.7,14.6,18.4,0.2,0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,266,49,NDA,53,WEST PULLMAN
610111,John Palmer Elementary School,ES,60630,No,Standard,Not on Probation,Level 2,No,Strong,75,NDA,NDA,Strong,61,Strong,68,NDA,NDA,NDA,NDA,Strong,65,Strong,61,96.30%,12.8,94.80%,99.20%,72.2,42.4,47.7,38,58.9,58.5,48.9,45.3,52.5,57.3,24.8,37.6,25.3,15.1,0.5,0.3,Green,Yellow,26.5,74.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,919,31,NDA,14,ALBANY PARK
