School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,StandardTrack,OnTrue,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,3 Student Atte-1nce,Rate of Misconducts (per 100 students) ,3 Teacher Atte-1nce,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade 3 ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
609781,Crispus Attucks Elementary School,ES,60609,FALSE,TRUE,TRUE,Level 3,FALSE,3,45,4,76,4,64,3,57,5,81,5,85,-1,-1,-1,-1,95.20%,12.5,93.50%,100.00%,64.7,66.7,25.3,9.9,42.4,53.5,16,16.5,53.3,32.4,3.1,9.4,7.6,10,-0.3,-2,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,274,42,-1,38,GRAND BOULEVARD
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,60623,FALSE,FALSE,TRUE,Level 2,FALSE,2,27,2,39,3,51,3,52,3,45,2,31,3,49,3,51,92.50%,100.5,96.70%,100.00%,51.6,38,12.5,16.1,35.2,38.7,36.7,28.1,64.3,56.6,3.4,6.9,3.9,8.8,-0.3,1,Yellow,Yellow,13.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,298,37,-1,29,FalseRTH LAW-1LE
610063,Cyrus H McCormick Elementary School,ES,60623,FALSE,FALSE,FALSE,Level 1,TRUE,-1,,4,60,-1,,-1,,4,61,3,54,3,52,4,56,95.90%,4.7,95.90%,100.00%,55.3,39.4,42.1,22.6,43.9,54.2,-1,-1,-1,-1,-1,-1,25.2,10.3,-0.2,0.5,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,894,37,-1,30,SOUTH LAW-1LE
609804,Daniel Boone Elementary School,ES,60645,FALSE,TRUE,FALSE,Level 1,FALSE,3,52,3,50,3,47,3,48,3,45,3,53,3,50,3,49,95.50%,10.5,95.40%,97.60%,65,43,39.7,33.2,55.4,61.8,43.1,35.2,56.3,42.3,22.5,35,22,17.6,1.1,1.9,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,752,32,-1,2,WEST RIDGE
610083,Daniel C Beard Elementary School,ES,60656,-1,FALSE,Falset Applicable,Falset EFalseugh Data,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,4,57,4,58,91.90%,0,94.30%,100.00%,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,30,-1,10,FalseRWOOD PARK
609870,Daniel J Corkery Elementary School,ES,60623,FALSE,FALSE,FALSE,Level 2,FALSE,2,39,-1,-1,2,31,2,29,-1,-1,-1,-1,-1,-1,-1,-1,94.70%,18.1,97.20%,100.00%,64.1,35.3,35.7,22.6,48.4,61.1,45.8,28.8,47.5,53,21.6,19.6,13.6,8.2,0.1,0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,631,37,-1,30,SOUTH LAW-1LE
609835,Daniel R Cameron Elementary School,ES,60651,FALSE,FALSE,TRUE,Level 3,FALSE,3,42,-1,-1,3,49,3,50,-1,-1,-1,-1,2,46,2,46,92.60%,153.9,96.20%,98.40%,47.8,21.1,16.4,16.1,31.3,34.7,19.2,15.6,33.5,35,9.2,7.1,10.3,5.9,-1,-1.4,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,828,34,-1,23,HUMBOLDT PARK
610223,Daniel S Wentworth Elementary School,ES,60621,FALSE,FALSE,TRUE,Level 3,FALSE,2,30,2,32,2,34,2,36,2,31,2,32,-1,-1,-1,-1,91.60%,73.8,95.90%,96.20%,-1,24.7,17.9,14.2,48.5,51,40.2,18.8,74.4,38.8,10.5,10.5,5.5,1.5,1,-0.6,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,365,45,-1,68,ENGLEWOOD
610221,Daniel Webster Elementary School,ES,60624,FALSE,FALSE,FALSE,Level 1,FALSE,3,48,3,56,5,81,4,66,3,46,3,44,2,45,4,55,94.80%,5.7,97.20%,100.00%,81.6,45.9,37,37,56.6,63.3,44.2,26.9,57.8,58.8,2.6,37.5,25.9,21,2,0.7,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,36,-1,26,WEST GARFIELD PARK
609885,Dewey Elementary Academy of Fine Arts,ES,60609,FALSE,TRUE,TRUE,Level 3,FALSE,3,41,-1,-1,3,42,2,35,-1,-1,-1,-1,3,52,4,58,90.70%,26.3,95.50%,100.00%,64.7,56.1,12.2,11.8,30.9,44.2,10.4,4.3,40.3,23.1,3.6,0,3.3,0.5,0.4,-1.2,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,45,-1,61,NEW CITY
609859,DeWitt Clinton Elementary School,ES,60659,FALSE,TRUE,FALSE,Level 1,FALSE,3,47,3,41,3,47,3,52,3,41,2,36,-1,-1,-1,-1,95.30%,14.8,95.40%,100.00%,68.8,44.9,45.8,40.1,55.6,63.7,64.7,39.7,70.6,54.2,24.3,25.2,33.5,21.8,0.6,-0.5,Green,Yellow,23.6,46.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1139,32,-1,2,WEST RIDGE
610515,Disney II Magnet School,ES,60641,TRUE,TRUE,FALSE,Level 1,FALSE,-1,,5,99,-1,,-1,,4,75,3,53,4,62,4,58,97.30%,0,96.50%,100.00%,84.6,-1,76.5,79.4,63.4,63.7,-1,-1,-1,-1,-1,-1,57.8,52,0.6,2.1,Yellow,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,29,-1,16,IRVING PARK
610077,Donald Morrill Math & Science Elementary School,ES,60629,FALSE,FALSE,TRUE,Level 3,FALSE,2,28,2,25,2,32,2,39,2,35,2,32,2,44,3,49,93.40%,19.6,94.80%,97.30%,64.6,46.3,20,15.3,46.6,42.6,30.9,22.9,54.5,50.3,12.1,26.2,10,5.7,-0.8,-1.2,Red,Red,38.9,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,823,43,-1,66,CHICAGO LAWN
610198,Douglas Taylor Elementary School,ES,60617,FALSE,TRUE,FALSE,Level 2,FALSE,2,34,-1,-1,2,20,1,1,-1,-1,-1,-1,2,42,2,45,95.10%,16.6,94.30%,100.00%,48.9,34.4,28.5,22.3,44.4,44.9,39.7,33.5,56.6,48.9,15.7,18.6,12.4,9.9,-0.5,-0.6,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,632,47,-1,52,EAST SIDE
610533,Dr Jorge Prieto Math and Science,ES,60639,FALSE,TRUE,FALSE,Falset EFalseugh Data,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,3,52,4,58,94.70%,7,96.90%,100.00%,48.4,19.5,33.8,19.9,43.1,55,44.2,30,56.9,47.8,12.1,28.9,14.6,8.6,-0.7,-0.7,Red,Red,17.5,52.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001,29,-1,19,BELMONT CRAGIN
610266,Dumas TechFalselogy Academy,ES,60637,FALSE,TRUE,TRUE,Level 3,FALSE,1,19,-1,-1,2,25,3,49,-1,-1,-1,-1,3,48,3,53,92.50%,38.4,95.60%,98.10%,63.6,12,22,18.8,61.6,63.7,20,22.4,61,53.7,15.9,40.9,8.3,5.8,-0.2,-0.7,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,381,46,-1,42,WOODLAWN
610188,Dunne TechFalselogy Academy,ES,60628,FALSE,FALSE,FALSE,Level 1,FALSE,3,46,3,53,4,65,4,71,3,51,3,59,3,49,3,47,94.60%,22.8,96.40%,100.00%,53.6,38.8,36.3,31.4,55.8,71.1,39.4,37.7,57,49.5,9.6,25,24.7,17.2,2.8,1.8,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,49,-1,49,ROSELAND
610352,Durkin Park Elementary School,ES,60652,FALSE,TRUE,FALSE,Level 1,FALSE,4,61,4,74,3,57,3,58,5,88,4,74,3,53,2,38,95.40%,0.7,95.80%,100.00%,75.6,58.1,36.6,32.3,55.8,65.6,53.4,40.4,61.8,61.5,22.4,40.8,22,16.3,0.8,1.5,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,44,-1,70,ASHBURN
610254,Dvorak TechFalselogy Academy,ES,60623,FALSE,TRUE,TRUE,Level 3,FALSE,3,46,2,22,4,66,4,69,1,4,1,13,-1,-1,-1,-1,94.20%,4.4,95.40%,100.00%,49,42.3,20.5,22.4,45.8,43.1,25.1,26.3,38.9,53.6,3.6,30.4,11,10.4,-1.5,0.4,Red,Yellow,20.3,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,556,37,-1,29,FalseRTH LAW-1LE
610132,Edgar Allan Poe Elementary Classical School,ES,60628,TRUE,TRUE,FALSE,Level 1,FALSE,5,99,2,33,4,66,5,88,2,27,3,41,4,55,3,47,97.60%,0,97.20%,100.00%,100,78.3,94,91.6,51.8,65.5,78.6,92.9,53.6,60.7,-1,-1,78.8,79.6,1.7,-0.2,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,48,-1,50,PULLMAN
609901,Edgebrook Elementary School,ES,60646,TRUE,TRUE,FALSE,Level 1,FALSE,5,99,5,99,3,51,3,53,4,66,4,70,4,56,2,39,96.90%,3.4,96.60%,100.00%,96.3,47.6,88.1,74.1,55.2,75.2,80,79.1,54.5,60,50,71.4,60.2,56.8,0,0.5,Yellow,Yellow,83.3,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,468,30,-1,12,FOREST GLEN
610523,Edison Park Elementary School,ES,60631,TRUE,TRUE,FALSE,Level 1,FALSE,5,95,-1,-1,3,52,3,49,-1,-1,-1,-1,4,56,2,46,96.10%,6.9,96.60%,98.60%,78.1,-1,64.2,62.6,54.7,49.1,59.4,61.4,38.8,48.5,40,55,27.7,32.6,-0.6,-0.4,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,431,30,-1,10,FalseRWOOD PARK
609819,Edmond Burke Elementary School,ES,60615,FALSE,FALSE,TRUE,Level 3,FALSE,1,1,-1,-1,1,13,2,22,-1,-1,-1,-1,3,48,3,48,89.30%,82,95.50%,96.70%,44.4,57.4,30.3,16.2,40.7,40.4,37.6,24.7,63.3,45.5,3.6,14.3,7.9,4.3,-1.4,-1.9,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,42,-1,40,WASHINGTON PARK
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,60649,FALSE,TRUE,TRUE,Level 3,FALSE,2,33,3,57,3,55,3,50,3,53,3,58,3,50,3,48,92.90%,28,95.90%,98.30%,57.6,42.4,13.7,21.7,51.6,44.8,15.7,34.7,48.2,66.5,0,23.7,5.6,7.6,-0.2,0,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,783,46,-1,43,SOUTH SHORE
610246,Edward Beasley Elementary Magnet Academic Center,ES,60609,TRUE,TRUE,FALSE,Level 1,FALSE,3,47,-1,-1,2,34,3,48,-1,-1,-1,-1,2,42,2,45,95.00%,10.3,94.70%,100.00%,74,54.1,39.8,38.7,43.6,47.5,53.8,55.4,57.3,54.2,27,43,26.4,21.3,0.3,0.3,Yellow,Yellow,38.6,76.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1365,42,-1,40,WASHINGTON PARK
609881,Edward C DelaFalse Elementary School,ES,60624,FALSE,FALSE,TRUE,Level 2,FALSE,2,38,4,64,4,66,3,52,4,63,4,79,4,55,4,58,93.40%,20.3,94.70%,94.70%,88.4,76.7,26.7,18,62.6,62,41.5,32,67.1,69.3,3.4,6.9,6.8,10.9,1,1.7,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,414,34,-1,26,WEST GARFIELD PARK
609862,Edward Coles Elementary Language Academy,ES,60617,FALSE,TRUE,TRUE,Level 2,FALSE,2,22,3,43,3,40,3,54,3,52,3,53,3,50,3,51,95.10%,24.9,95.00%,98.70%,76.2,60,44.6,26.4,54.7,72.5,45.5,22.4,72.1,52.6,0,11.4,16.7,5.7,1,-0.1,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,554,47,-1,46,SOUTH CHICAGO
609909,Edward Everett Elementary School,ES,60608,FALSE,FALSE,FALSE,Level 2,FALSE,-1,,4,66,-1,,-1,,3,47,3,45,-1,-1,-1,-1,95.30%,2.4,97.70%,93.80%,64.4,47,37.2,35,56.9,52.2,-1,-1,-1,-1,-1,-1,13.6,13.6,0.6,1.3,Yellow,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,321,39,-1,59,MCKINLEY PARK
610012,Edward Jenner Elementary Academy of the Arts,ES,60610,FALSE,FALSE,TRUE,Level 3,FALSE,3,50,2,34,4,62,3,41,2,20,2,26,3,49,3,53,88.90%,16,94.80%,98.70%,34.8,21.3,21.9,10.7,42.3,57.7,37.1,14.5,69.4,46.7,4.3,25.5,8.2,1.3,2,0.2,Green,Yellow,45.8,31.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,33,-1,8,NEAR FalseRTH SIDE
609904,Edward K Ellington Elementary School,ES,60644,FALSE,FALSE,TRUE,Level 2,FALSE,2,30,-1,-1,2,37,3,55,-1,-1,-1,-1,3,49,3,50,93.30%,17.4,97.30%,98.90%,56.6,46.9,29.5,33.3,60.6,64.5,43.6,29.9,69.3,60.8,11.1,14.8,16.1,8,1.9,0.4,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,377,36,-1,25,AUSTIN
610006,Edward N Hurley Elementary School,ES,60629,FALSE,FALSE,FALSE,Level 1,FALSE,4,77,3,56,3,50,3,49,3,43,3,54,3,49,2,46,95.40%,12.2,94.90%,96.60%,74.8,51.7,47.6,32.1,56.6,58.4,47,39.6,54,60.7,19,26.7,16.4,11.7,0,0.8,Yellow,Green,-1,30.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,830,44,-1,65,WEST LAWN
610315,Edward White Elementary Career Academy,ES,60643,FALSE,FALSE,TRUE,Level 2,FALSE,2,27,-1,-1,3,44,3,48,-1,-1,-1,-1,3,51,2,46,93.80%,31,96.70%,100.00%,64.9,35.1,16.3,32.6,67.6,47.4,31.6,34.2,57.6,81.8,14.3,28.6,7.4,7.4,1.9,1.2,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,49,-1,53,WEST PULLMAN
609913,Elaine O Goodlow Elementary Magnet School,ES,60636,FALSE,TRUE,TRUE,Level 3,FALSE,3,44,3,42,3,52,3,56,2,35,2,28,2,46,2,46,91.60%,47.5,96.00%,100.00%,77.8,67.9,40.5,26,50.4,67.7,35.4,29.2,61,50,4,8,9.8,8.6,-0.2,-0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,419,43,-1,67,WEST ENGLEWOOD
610233,Elihu Yale Elementary School,ES,60621,FALSE,FALSE,TRUE,Level 3,FALSE,2,29,2,35,3,43,3,50,-1,-1,-1,-1,3,49,3,47,89.70%,67.2,97.00%,100.00%,16.4,6.9,23.3,19.1,39.1,38.2,31.9,15.7,62.5,50,0,12.9,4.5,3.2,-0.1,-1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,45,-1,69,GREATER GRAND CROSSING
610227,Eli Whitney Elementary School,ES,60623,FALSE,FALSE,FALSE,Level 2,TRUE,3,44,-1,-1,3,49,3,53,-1,-1,-1,-1,-1,-1,-1,-1,95.80%,11.6,95.20%,97.60%,68.7,26.5,30.3,26.1,54.5,60.8,41.5,29.2,55.3,54.3,6.8,12.6,15,9.4,-0.1,0.7,Yellow,Yellow,9.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1133,37,-1,30,SOUTH LAW-1LE
610195,Elizabeth H Sutherland Elementary School,ES,60643,FALSE,TRUE,FALSE,Level 2,FALSE,5,86,-1,-1,4,64,3,59,-1,-1,-1,-1,3,50,2,40,95.60%,6.8,96.20%,96.00%,87.7,-1,56.6,72.8,66.5,67.6,66.9,84.7,70.2,68.1,29.3,60.9,37.2,35.7,0,-0.4,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,762,49,-1,72,BEVERLY
610119,Elizabeth Peabody Elementary School,ES,60622,FALSE,TRUE,FALSE,Level 2,FALSE,3,51,3,58,3,50,4,61,3,57,3,55,3,52,3,49,95.20%,7.6,97.00%,100.00%,66.2,-1,18.4,10.5,32.4,43.5,45,30.4,56.4,46.7,14.3,28.6,9.1,5.9,-1.1,-0.8,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,289,35,-1,24,WEST TOWN
609852,Eliza Chappell Elementary School,ES,60625,TRUE,TRUE,FALSE,Level 1,FALSE,4,70,4,65,3,53,3,51,3,56,3,48,3,50,3,52,95.10%,2.9,96.70%,98.90%,72.6,57,56,54.4,55.2,69,53.2,63.9,60,59.8,12.8,41,19.6,17.6,0.4,1,Yellow,Green,27.5,63.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,451,31,-1,4,LINCOLN SQUARE
610235,Ella Flagg Young Elementary School,ES,60651,FALSE,FALSE,FALSE,Level 2,FALSE,2,31,-1,-1,3,44,3,50,-1,-1,-1,-1,2,44,3,47,94.30%,3,95.40%,100.00%,55.4,29.6,21.3,24.9,44.4,44.3,32.9,28.2,61.5,54.9,11.5,16.1,9.1,8,0.1,0.8,Yellow,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1111,36,-1,25,AUSTIN
610073,Ellen Mitchell Elementary School,ES,60612,TRUE,TRUE,FALSE,Level 1,FALSE,5,99,4,64,5,95,5,95,5,81,5,90,4,56,4,54,95.50%,12.2,97.70%,100.00%,46.7,41.9,53.1,43.9,72.4,75.5,35.5,51.3,55.3,55.3,21.1,26.3,30.1,27.3,-0.5,-0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,344,35,-1,24,WEST TOWN
609973,EmiliaFalse Zapata Elementary Academy,ES,60623,FALSE,FALSE,FALSE,Level 2,FALSE,4,60,3,52,3,43,3,42,4,73,4,79,2,46,3,49,96.60%,2.8,96.80%,100.00%,-1,-1,51.6,40.3,68.9,76.2,44.5,45.5,60.5,64.3,15.5,35.7,21.6,13.7,-0.3,1.2,Yellow,Green,20.2,52.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,988,37,-1,30,SOUTH LAW-1LE
610065,Emmett Louis Till Math and Science Academy,ES,60637,FALSE,FALSE,TRUE,Level 3,FALSE,2,31,2,31,3,47,3,40,3,49,3,42,3,47,3,48,88.00%,95.7,93.30%,90.50%,34.3,-1,15.8,7.9,39.4,43.1,15.1,15.5,43.6,52.5,4.5,23.3,3.2,3.5,-0.4,-1.6,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,471,46,-1,42,WOODLAWN
609916,Enrico Fermi Elementary School,ES,60637,FALSE,TRUE,TRUE,Level 3,FALSE,2,30,3,42,4,65,4,63,3,42,3,47,-1,-1,-1,-1,89.90%,101.2,95.40%,100.00%,43.8,8.3,10.7,18.1,35.9,26.6,6.3,7.9,32.7,32.7,0,11.5,0.6,2.6,-1,-1,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,238,46,-1,43,SOUTH SHORE
610203,Enrico Tonti Elementary School,ES,60629,FALSE,FALSE,FALSE,Level 2,FALSE,-1,,3,44,-1,,-1,,3,47,3,54,3,49,3,49,95.80%,2.1,97.20%,100.00%,73.4,35.7,37.9,24.8,47.9,59.5,-1,-1,-1,-1,-1,-1,17.5,13,0.7,0.3,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1021,44,-1,63,GAGE PARK
610137,Ernst Prussing Elementary School,ES,60630,FALSE,TRUE,FALSE,Level 2,FALSE,4,71,-1,-1,3,49,3,42,-1,-1,-1,-1,2,43,2,44,95.40%,23.4,96.00%,98.50%,84.6,-1,55.4,54,48.3,58.2,56,57.4,52.3,46.3,47.2,75.5,31.4,24.5,-0.8,-0.1,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,672,30,-1,15,PORTAGE PARK
609908,Esmond Elementary School,ES,60643,FALSE,FALSE,TRUE,Level 2,FALSE,2,36,-1,-1,3,49,3,43,-1,-1,-1,-1,3,49,3,50,92.90%,34,95.70%,100.00%,77.6,38.8,33.3,26.3,52,47.5,32,22.1,55.2,37.5,8.6,17.1,8.9,7.7,0.9,-0.4,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,342,49,-1,75,MORGAN PARK
609918,Eugene Field Elementary School,ES,60626,FALSE,TRUE,FALSE,Level 2,FALSE,3,42,2,33,3,47,2,37,2,21,1,8,2,44,3,53,96.80%,10,96.70%,100.00%,-1,-1,23.9,24.3,49.4,51.4,48.4,36.4,70.3,53.2,7.4,13,9.8,7.9,-0.2,0.1,Yellow,Yellow,45.6,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,375,32,-1,1,ROGERS PARK
609874,Everett McKinley Dirksen Elementary School,ES,60656,FALSE,FALSE,FALSE,Level 1,FALSE,3,44,-1,-1,1,12,1,1,-1,-1,-1,-1,-1,-1,-1,-1,95.90%,2.7,96.20%,93.80%,69.9,45.8,65.1,56.9,55.5,55.2,51.9,45.1,45.6,40.7,22.5,35.2,32.8,25.5,-0.5,-0.1,Yellow,Yellow,6.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,786,30,-1,76,OHARE
610057,Fairfield Elementary Academy,ES,60629,FALSE,FALSE,TRUE,Level 3,FALSE,2,31,2,24,3,41,2,34,3,45,2,25,-1,-1,-1,-1,93.40%,43.4,93.30%,98.60%,49,36.8,15.9,11.1,27.3,42,20.5,17.8,44.7,35.8,0,12.5,4.1,4.3,0.1,-0.7,Yellow,Yellow,16.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,604,43,-1,66,CHICAGO LAWN
610541,Federico Garcia Lorca Elementary School,ES,60618,FALSE,TRUE,FALSE,Falset EFalseugh Data,FALSE,3,53,3,58,3,53,3,58,4,74,5,82,3,51,4,59,96.80%,43.8,0.00%,100.00%,63,41.7,39.1,25.6,51.5,63.8,37.8,27.3,72.2,52.3,7.7,25,8.9,7.5,-1,-0.1,Red,Yellow,39.4,42.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,860,29,-1,21,AVO-1LE
610308,Wilma Rudolph Elementary Learning Center,ES,60612,-1,TRUE,Falset Applicable,Falset EFalseugh Data,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,4,57,4,60,80.00%,0,95.60%,100.00%,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,38,-1,28,NEAR WEST SIDE
610120,Ferdinand Peck Elementary School,ES,60629,FALSE,FALSE,FALSE,Level 1,FALSE,3,51,3,43,3,43,3,47,2,32,2,37,2,44,2,43,96.30%,1.2,97.20%,96.90%,74.4,59,50.8,31.3,53.3,69.5,44,40.2,71.4,64.1,24.1,38.6,23.2,13.8,0.7,1.1,Green,Green,17.8,87.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1560,44,-1,62,WEST ELSDON
609917,Fernwood Elementary School,ES,60628,FALSE,FALSE,TRUE,Level 3,FALSE,2,29,2,37,1,17,3,43,2,39,3,50,3,48,3,53,93.40%,29,96.10%,100.00%,70.5,43.3,22.5,12.7,35.2,55.4,31.1,20.4,38.7,34.8,15.6,34.4,12.4,7.8,-0.7,-1.7,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,344,49,-1,73,WASHINGTON HEIGHTS
610258,Florence B Price Elementary School,ES,60653,FALSE,TRUE,TRUE,Level 3,FALSE,2,20,-1,-1,2,37,3,46,-1,-1,-1,-1,2,46,3,47,90.00%,156.6,95.20%,100.00%,-1,-1,10,13.5,46.9,41.7,7.8,27.3,44.6,50.7,0,6.9,0,0.7,-1.6,-0.2,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,40,-1,39,KENWOOD
610096,Florence Nightingale Elementary School,ES,60632,FALSE,FALSE,FALSE,Level 2,FALSE,2,35,3,54,3,40,3,48,4,68,4,72,3,48,3,48,95.60%,9.4,95.80%,99.40%,57.1,35.1,38.7,25.6,48.7,61.6,32.4,29.1,47.7,54.1,10.7,17.4,11.3,8.2,-0.8,-1.2,Red,Red,23.3,32.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1382,43,-1,63,GAGE PARK
609924,Fort Dearborn Elementary School,ES,60620,FALSE,TRUE,FALSE,Level 2,FALSE,2,34,-1,-1,4,61,4,71,-1,-1,-1,-1,3,47,3,50,93.40%,24.5,95.90%,100.00%,60.1,48.3,36.6,35.8,52,64.5,69.4,44.2,74.7,70.2,7,33.3,25.2,14.1,1.4,0.1,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,478,49,-1,73,WASHINGTON HEIGHTS
609927,Foster Park Elementary School,ES,60620,FALSE,TRUE,TRUE,Level 3,FALSE,1,11,3,41,2,20,2,22,3,50,3,46,2,46,3,48,93.70%,33.6,94.70%,97.10%,-1,59.1,23.4,17.1,41.2,40.3,29.2,15.9,45.1,29.3,4,25.5,8,5.7,-1.1,-2.1,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,418,43,-1,71,AUBURN GRESHAM
610067,Francis M McKay Elementary School,ES,60629,FALSE,FALSE,TRUE,Level 3,FALSE,2,23,3,48,2,37,3,54,4,67,4,61,3,48,3,51,93.50%,9.1,95.10%,100.00%,51.4,34.2,16,13,33.2,47.6,23.4,21.6,59.1,47.5,5.1,13.9,5.7,5.7,-0.6,0.2,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,891,43,-1,66,CHICAGO LAWN
