School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,StandardTrack,OnTrue,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,3 Student Atte-1nce,Rate of Misconducts (per 100 students) ,3 Teacher Atte-1nce,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade 3 ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610320,Ana Roque de Duprey Elementary School,ES,60622,FALSE,TRUE,TRUE,Level 2,TRUE,3,57,-1,-1,1,12,1,14,-1,-1,-1,-1,3,53,4,57,95.40%,77.5,95.60%,100.00%,32.1,23.3,56.8,32.4,75.8,75.8,34.9,34.1,53.8,52.5,7.1,28.6,11.1,6.2,0.7,0.1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,34,-1,24,WEST TOWN
609837,Andrew Carnegie Elementary School,ES,60637,FALSE,TRUE,TRUE,Level 3,FALSE,3,48,3,51,2,37,4,63,3,42,2,31,3,49,3,49,94.60%,6.2,94.40%,100.00%,-1,-1,40.2,48.3,40.8,52.3,29.8,44.7,32.6,36.2,18.4,38.8,21.4,20.4,-1.2,0.1,Red,Yellow,48.1,8.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,730,46,-1,42,WOODLAWN
610060,Andrew Jackson Elementary Language Academy,ES,60607,TRUE,TRUE,FALSE,Level 1,FALSE,5,86,-1,-1,3,57,3,46,-1,-1,-1,-1,-1,-1,-1,-1,97.40%,0.7,96.10%,100.00%,88.7,-1,90.3,90.9,70.6,81.2,85.7,90.7,64.8,62.1,72.6,87.1,70.4,62.7,0.6,0.8,Green,Green,48.4,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,556,38,-1,28,NEAR WEST SIDE
609869,Anna R. Langford Community Academy,ES,60636,FALSE,FALSE,TRUE,Level 2,FALSE,2,31,2,31,3,54,2,32,3,49,3,50,3,53,3,52,91.80%,29,95.40%,100.00%,58.8,-1,40,14,52.8,59.8,31.9,17,51.3,44.9,7.7,11.5,12.6,7.5,0.5,0.2,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,339,43,-1,67,WEST ENGLEWOOD
610084,Annie Keller Elementary Gifted Magnet School,ES,60655,TRUE,TRUE,FALSE,Level 1,FALSE,5,99,5,97,5,85,5,82,5,94,5,82,4,68,4,60,97.50%,4.9,96.50%,100.00%,100,-1,100,100,63.4,74.7,96.5,97.7,61.2,76.7,89.3,100,92.8,92.3,1.6,2.3,Green,Green,51.5,70.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,49,-1,74,MOUNT GREENWOOD
610229,A.N. Pritzker School,ES,60622,FALSE,TRUE,FALSE,Level 1,FALSE,3,59,-1,-1,3,58,4,61,-1,-1,-1,-1,-1,-1,-1,-1,94.60%,36.5,95.60%,98.50%,56.8,11.8,58.2,58.5,55,55.6,62.9,54.9,57.6,55.1,38.7,50,37.2,34.5,-0.2,0.3,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,669,35,-1,24,WEST TOWN
610277,Anthony Overton Elementary School,ES,60615,FALSE,FALSE,TRUE,Level 3,FALSE,2,32,-1,-1,4,64,4,76,-1,-1,-1,-1,3,52,4,55,90.50%,24.9,94.90%,100.00%,52,54.8,19.6,16.2,41.1,40,20.4,25,45.1,46.2,0,8.3,8.2,4.3,1.2,0.7,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,436,42,-1,38,GRAND BOULEVARD
609951,Ariel Elementary Community Academy,ES,60653,FALSE,TRUE,FALSE,Level 2,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,3,51,3,50,95.50%,5.4,96.00%,100.00%,70.8,34.3,48.4,43,62,58.6,40,47.1,58.6,49.3,14.6,36.6,24.8,14.4,0,-1.6,Yellow,Red,35,28.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,550,42,-1,39,KENWOOD
610161,Arna Wendell Bontemps Elementary School,ES,60636,FALSE,FALSE,TRUE,Level 3,FALSE,2,33,-1,-1,3,48,3,59,-1,-1,-1,-1,3,53,3,52,94.20%,31.2,95.80%,100.00%,36.4,26.9,25.7,20.8,64.3,64.8,28.7,22.1,54.3,51.9,0,18.8,7.5,4.2,-1.1,-2.5,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,345,43,-1,67,WEST ENGLEWOOD
610171,ArFalseld Mireles Elementary Academy,ES,60617,FALSE,FALSE,TRUE,Level 3,FALSE,2,27,-1,-1,3,43,3,54,-1,-1,-1,-1,3,48,3,51,92.80%,11.8,95.20%,98.90%,44,27.5,21.9,15.2,45.4,45.7,23,19.4,46.9,51,6.4,18.2,7.6,5.4,-1.1,-0.7,Red,Red,9.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,905,47,-1,46,SOUTH CHICAGO
610037,Arthur A Libby Elementary School,ES,60609,FALSE,FALSE,TRUE,Level 3,FALSE,2,36,-1,-1,4,60,4,60,-1,-1,-1,-1,3,48,3,52,90.80%,21.6,95.10%,100.00%,31.1,37.3,24.7,12,43.2,48.3,32,17.7,55.3,48.3,4.2,14.6,4.8,3.9,-0.4,-2.8,Yellow,Red,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539,43,-1,61,NEW CITY
609887,Arthur Dixon Elementary School,ES,60619,FALSE,FALSE,FALSE,Level 2,FALSE,3,47,-1,-1,3,47,3,52,-1,-1,-1,-1,-1,-1,-1,-1,94.80%,32.2,95.60%,100.00%,69.7,35.5,42.8,37.8,51.8,70.8,43.5,44.5,51.3,49.4,22.1,31.6,22,15.7,-0.3,0.7,Yellow,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,652,45,-1,44,CHATHAM
609836,Arthur E Canty Elementary School,ES,60634,TRUE,TRUE,FALSE,Level 1,FALSE,5,87,4,64,4,70,4,64,3,49,3,47,4,66,3,53,96.10%,2.3,96.10%,99.10%,75.3,60.6,77.2,58.3,52.9,62,81.3,71.3,61.4,59.7,41.3,60,47.4,34.2,0.3,0.1,Yellow,Yellow,29.8,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,30,-1,17,DUNNING
610268,Arthur R Ashe Elementary School,ES,60619,FALSE,FALSE,TRUE,Level 3,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,2,39,2,46,87.90%,41.6,93.40%,100.00%,30.1,25.5,20.3,14.3,47.4,54.8,43.4,23.6,61,58.7,7.9,15.8,9.2,2.8,1.1,-0.9,Green,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,459,45,-1,44,CHATHAM
609941,Asa Philip Randolph Elementary School,ES,60636,FALSE,FALSE,TRUE,Level 3,FALSE,1,15,-1,-1,3,41,3,48,-1,-1,-1,-1,2,45,3,49,92.10%,43.5,95.30%,95.60%,52.9,52.6,20.2,11.3,40.1,48.1,44.2,21.3,63,50.8,12.1,12.1,13.8,4.5,0.3,-1.3,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,573,43,-1,67,WEST ENGLEWOOD
610287,Ashburn Community Elementary School,ES,60652,FALSE,TRUE,FALSE,Level 2,FALSE,3,48,4,76,3,52,3,40,4,68,4,70,3,51,3,50,95.50%,28.5,97.10%,100.00%,70.6,61.7,40.4,33.3,55.5,56.2,45.8,36.8,69.9,45.5,22.4,30.6,15.1,9.5,0.4,-0.6,Yellow,Yellow,40.8,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,490,44,-1,70,ASHBURN
609820,Augustus H Burley Elementary School,ES,60657,TRUE,TRUE,FALSE,Level 1,FALSE,5,99,-1,-1,4,78,4,65,-1,-1,-1,-1,4,59,3,49,96.50%,0.7,95.00%,97.90%,69.4,47,64.5,70.2,51.2,66.7,69.4,75,62.9,67.3,50,69.6,54.2,53.3,1.3,2.1,Green,Green,35.7,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,572,33,-1,6,LAKE VIEW
610169,Austin O Sexton Elementary School,ES,60637,FALSE,TRUE,TRUE,Level 3,FALSE,2,23,-1,-1,2,38,2,34,-1,-1,-1,-1,2,46,2,44,90.50%,8.6,94.10%,100.00%,48.8,-1,12.7,13.5,56.6,51.9,26.4,33.6,53.1,66.7,3.7,11.1,6.1,5.2,0.2,-0.4,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,337,42,-1,42,WOODLAWN
609786,Avalon Park Elementary School,ES,60619,FALSE,FALSE,FALSE,Level 2,FALSE,2,32,2,24,2,38,2,32,2,32,1,16,2,46,2,45,92.10%,52.1,96.40%,97.70%,47.8,15.4,11.9,22.3,41.7,40.9,14.8,20.6,42.7,44.1,2.2,24.4,7.9,5.1,1.1,1.2,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,398,47,-1,45,AVALON PARK
609871,Barbara Vick Early Childhood & Family Center,ES,60655,-1,FALSE,-1,-1,FALSE,-1,,-1,-1,-1,,-1,,-1,-1,-1,-1,4,66,4,60,60.90%,0,95.50%,100.00%,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,49,-1,75,MORGAN PARK
609922,Belmont-Cragin Elementary School,ES,60639,FALSE,FALSE,FALSE,Level 2,FALSE,4,75,5,81,4,67,4,66,3,45,3,53,4,55,4,54,95.30%,1.3,96.80%,98.90%,60.7,31.8,22.5,21.3,51.8,55.3,42.9,39,61.7,53.2,0,6.9,11,11,0.2,1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,634,29,-1,19,BELMONT CRAGIN
610265,Benjamin Banneker Elementary School,ES,60621,FALSE,FALSE,TRUE,Level 3,FALSE,2,36,-1,-1,2,35,3,58,-1,-1,-1,-1,-1,-1,-1,-1,91.30%,26.9,93.90%,100.00%,-1,31.1,10.9,11.8,40,34.4,34.4,31.1,55.7,60.5,25.9,30.8,7.9,1.5,0.7,0.9,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302,45,-1,68,ENGLEWOOD
610290,Benjamin E Mays Elementary Academy,ES,60621,FALSE,FALSE,FALSE,Level 2,FALSE,2,27,2,23,3,55,3,48,3,41,2,37,-1,-1,-1,-1,95.50%,0.3,96.60%,100.00%,-1,60.7,45.9,26.8,47.2,60.2,37.2,24.7,60.7,57.8,17.1,31.4,17.4,9.6,0.1,-0.1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301,45,-1,68,ENGLEWOOD
610076,Bernhard Moos Elementary School,ES,60647,FALSE,FALSE,TRUE,Level 2,FALSE,3,50,2,34,3,47,2,32,2,34,2,31,-1,-1,-1,-1,93.00%,45.5,96.30%,98.50%,52.7,52.4,43,26.5,60.8,61.6,60.6,30.5,70.8,61.3,10.9,12.7,24,7.5,1.4,0.2,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,429,34,-1,24,WEST TOWN
610150,Betsy Ross Elementary School,ES,60637,FALSE,TRUE,TRUE,Level 3,FALSE,2,39,-1,-1,3,51,3,50,-1,-1,-1,-1,2,37,2,44,88.90%,64.1,93.90%,97.90%,25.3,31,10.3,8.2,31.5,22.8,24.4,20.2,56.3,38.1,0,5.3,2.5,2,-0.1,-1.1,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,350,42,-1,40,WASHINGTON PARK
610175,Beulah Shoesmith Elementary School,ES,60615,FALSE,TRUE,TRUE,Level 2,FALSE,3,45,3,54,3,40,2,39,2,37,3,41,3,49,2,45,94.70%,0.3,94.80%,100.00%,65,12,32.5,28.4,54.4,61.3,56.4,43.6,83.3,66.7,-1,-1,10.8,19.6,0,1.6,Yellow,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,325,46,-1,39,KENWOOD
610087,Blair Early Childhood Center,ES,60638,-1,FALSE,-1,-1,FALSE,-1,,4,64,-1,,-1,,4,61,4,66,4,58,4,65,80.20%,0.8,94.80%,100.00%,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,44,-1,64,CLEARING
609969,Bret Harte Elementary School,ES,60637,TRUE,TRUE,TRUE,Level 3,FALSE,4,63,-1,-1,4,77,4,76,-1,-1,-1,-1,3,47,2,44,94.20%,17.9,95.40%,98.50%,57.1,-1,52.8,60,66.1,60.8,43.8,60.4,60.4,64.6,-1,-1,27.5,21.9,0.4,0,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,340,46,-1,41,HYDE PARK
610106,Brian Piccolo Elementary Specialty School,ES,60651,FALSE,FALSE,TRUE,Level 3,FALSE,2,27,-1,-1,2,29,2,31,-1,-1,-1,-1,-1,-1,-1,-1,90.60%,65.8,95.00%,92.90%,29.2,19.6,9.7,15.2,40.9,43,20.6,16.5,51.3,48.1,6.8,5.1,3.4,1.6,-0.2,-1.4,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,549,34,-1,23,HUMBOLDT PARK
610317,Brighton Park Elementary School,ES,60632,FALSE,TRUE,FALSE,Level 1,FALSE,3,55,-1,-1,3,49,3,43,-1,-1,-1,-1,-1,-1,-1,-1,96.30%,2.6,95.90%,100.00%,64.5,50,37.7,32.2,51.2,58.8,46.1,39.7,64.7,53.9,6,20.9,18.6,11.4,0.8,0.2,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,691,39,-1,58,BRIGHTON PARK
609821,Burnham Elementary Inclusive Academy,ES,60617,TRUE,TRUE,FALSE,Level 1,FALSE,4,61,4,77,5,85,5,99,4,65,4,71,4,54,3,47,95.50%,29.4,96.90%,96.00%,75.9,65.1,59.1,43.6,61.1,79.6,77.2,58.7,57.5,65.5,8.7,26.1,36.5,22,1.3,0.6,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,47,-1,51,SOUTH DEERING
609827,Burnside Elementary Scholastic Academy,ES,60619,FALSE,TRUE,TRUE,Level 2,FALSE,3,51,-1,-1,3,58,4,70,-1,-1,-1,-1,3,48,3,47,94.90%,8.9,94.90%,100.00%,81.7,55.8,31.1,38.5,49.3,39.9,40.6,33,52.4,49.4,18.6,35.6,15.5,14.3,0,-0.4,Yellow,Yellow,20.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,766,45,-1,44,CHATHAM
610353,Calmeca Academy of Fine Arts and Dual Language,ES,60632,FALSE,FALSE,FALSE,Level 2,TRUE,3,58,4,67,3,59,4,72,4,64,3,55,3,51,4,57,96.50%,1.9,96.90%,100.00%,47,-1,44.2,23.9,52.8,64.5,35.8,26.6,49.8,49.3,16.1,21,13.9,10.3,-0.7,1.5,Red,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,792,39,-1,58,BRIGHTON PARK
610039,Carl von Linne Elementary School,ES,60618,FALSE,TRUE,FALSE,Level 1,FALSE,4,68,3,49,4,66,4,75,2,37,3,44,3,50,4,55,95.80%,1.8,96.30%,100.00%,66.1,41.2,40.2,29.7,51.3,72,49.4,44.2,64.4,67.6,20.4,40.7,24.8,15.1,1.2,0.9,Green,Green,48.2,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,644,31,-1,21,AVO-1LE
610238,Carrie Jacobs Bond Elementary School,ES,60621,FALSE,FALSE,TRUE,Level 2,FALSE,3,54,3,49,4,67,4,63,2,39,2,32,3,53,3,52,91.70%,18.8,94.30%,96.90%,-1,56.5,34,16.1,41.7,48.3,41.3,23.8,65.8,52.8,7.7,11.5,7.9,5.6,-0.2,0.9,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,343,45,-1,68,ENGLEWOOD
609839,Carroll-Rosenwald Specialty Elementary School,ES,60652,FALSE,FALSE,FALSE,Level 2,FALSE,2,35,-1,-1,1,12,1,12,-1,-1,-1,-1,3,48,3,47,94.80%,27.8,95.60%,100.00%,63.1,47.5,26.7,29.4,52,38.4,37.1,27.7,45.1,43.5,13.8,30,11.8,9.1,-0.6,0.6,Red,Yellow,10.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,537,43,-1,70,ASHBURN
610345,Carter G Woodson South Elementary School,ES,60653,FALSE,FALSE,TRUE,Level 3,FALSE,2,26,2,27,1,2,1,1,2,30,3,41,2,44,3,47,91.90%,70.5,94.70%,98.40%,65.3,50.8,9.8,6.3,31.7,33.3,9.1,18.2,33.7,40.4,8,16,4.3,2.4,-0.7,-2.4,Yellow,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,40,-1,38,GRAND BOULEVARD
610148,Cesar E Chavez Multicultural Academic Center Elementary School,ES,60609,FALSE,FALSE,FALSE,Level 1,FALSE,3,54,3,52,4,63,3,52,3,57,3,50,2,45,3,51,95.10%,11.1,96.10%,100.00%,59.6,37.8,37.7,16.5,49.8,74.2,62.7,28,80.7,63.3,9.2,10.8,19.8,8.4,2,0,Green,Yellow,44.6,18.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,42,-1,61,NEW CITY
610005,Charles Evans Hughes Elementary School,ES,60623,FALSE,FALSE,TRUE,Level 3,FALSE,3,42,-1,-1,5,82,4,72,-1,-1,-1,-1,-1,-1,-1,-1,94.40%,0,94.70%,100.00%,69.2,63.3,32.6,16.9,40.3,76,54.8,20.8,69.6,45.8,5.9,23.5,12.2,4.7,0.5,-1,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,315,36,-1,29,FalseRTH LAW-1LE
609879,Charles Gates Dawes Elementary School,ES,60652,FALSE,TRUE,FALSE,Level 2,FALSE,3,44,2,38,2,27,2,30,4,60,3,54,3,50,3,48,95.70%,35.6,95.60%,99.50%,54.3,24,39.9,42.9,66.9,76.5,52.3,56.2,70.1,65.3,19.8,35.5,23.1,13.6,0.5,0.3,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1032,44,-1,70,ASHBURN
609966,Charles G Hammond Elementary School,ES,60623,FALSE,FALSE,FALSE,Level 2,FALSE,3,40,-1,-1,3,41,3,43,-1,-1,-1,-1,2,43,2,45,95.30%,8.5,95.20%,92.00%,77.4,-1,27.4,24.8,62.4,53.7,38.1,28.8,60.2,59.8,12.8,5.3,10.1,5.8,0.5,0.2,Yellow,Yellow,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,446,39,-1,30,SOUTH LAW-1LE
610366,Charles H Wacker Elementary School,ES,60643,FALSE,TRUE,TRUE,Level 2,FALSE,2,32,-1,-1,2,34,2,32,-1,-1,-1,-1,3,50,2,41,93.40%,11.5,93.40%,100.00%,64.5,53.9,20.8,31,34.8,40.6,66.7,60,85.7,67.2,7.7,23.1,17.4,15.9,1.8,0,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,49,-1,73,WASHINGTON HEIGHTS
610030,Charles Kozminski Elementary Community Academy,ES,60615,FALSE,FALSE,TRUE,Level 3,FALSE,2,36,-1,-1,2,35,3,40,-1,-1,-1,-1,2,39,2,42,92.00%,55.6,94.40%,100.00%,60,34.9,27.5,24.6,36.9,33.9,14.7,23.8,37.9,43.4,6.5,18.8,5,6.1,-1.2,-1.1,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403,46,-1,41,HYDE PARK
609996,Charles N Holden Elementary School,ES,60608,FALSE,TRUE,FALSE,Level 2,FALSE,3,53,3,44,3,50,2,35,3,53,3,51,4,54,3,50,94.90%,4.7,96.00%,100.00%,53.2,-1,33.9,26.1,49.2,45.7,56.8,37.4,57.3,58.2,28,37.5,16.7,11.5,-0.8,0,Red,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,600,40,-1,60,BRIDGEPORT
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,60617,FALSE,FALSE,TRUE,Level 3,FALSE,2,25,2,31,3,40,3,44,2,28,2,25,2,44,3,47,92.70%,30.7,94.70%,100.00%,60.6,67.6,25.3,23.4,54,38.2,42.7,26.5,52.8,48.1,4.8,14.3,10.9,6.8,0.9,-0.1,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,291,47,-1,45,AVALON PARK
609875,Charles R Darwin Elementary School,ES,60647,FALSE,TRUE,FALSE,Level 2,FALSE,3,58,3,40,3,44,2,34,2,31,3,46,3,49,4,54,95.60%,33.8,96.20%,100.00%,50.3,35.6,37.7,33.5,59.6,68.5,29.6,36.1,60.6,51.2,16.7,19.2,16,6.9,-0.2,-0.8,Yellow,Red,21,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,622,35,-1,22,LOGAN SQUARE
609986,Charles R Henderson Elementary School,ES,60636,FALSE,FALSE,TRUE,Level 3,FALSE,1,16,-1,-1,2,32,2,38,-1,-1,-1,-1,2,46,2,44,89.20%,80.6,93.60%,100.00%,38.8,23.1,21.6,18,52.8,55.9,18.8,14.4,60.6,45.3,4.4,17.8,4.8,2.6,-0.1,-0.6,Yellow,Yellow,8.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,407,43,-1,67,WEST ENGLEWOOD
609813,Charles S Brownell Elementary School,ES,60637,FALSE,FALSE,FALSE,Level 2,FALSE,2,20,1,16,4,79,5,82,2,20,1,19,3,48,2,46,92.80%,14.1,95.50%,100.00%,-1,-1,24.3,17,38.8,63.1,36.8,32.4,67.6,47.2,-1,-1,12.9,8.8,1.5,-0.4,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,42,-1,69,GREATER GRAND CROSSING
609883,Charles S Deneen Elementary School,ES,60619,FALSE,FALSE,TRUE,Level 2,FALSE,3,55,2,33,3,49,3,51,1,15,3,49,-1,-1,-1,-1,93.80%,39.5,97.10%,100.00%,45.9,-1,20.6,18.4,51.8,44.3,20,26.8,61.3,54.4,2.2,4.4,9.4,6.8,2.8,-0.5,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,551,46,-1,69,GREATER GRAND CROSSING
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,60624,FALSE,TRUE,TRUE,Level 3,FALSE,3,41,2,27,3,44,3,48,2,30,2,34,3,48,2,46,93.90%,12.3,96.90%,100.00%,49,-1,28.4,33.1,50,54.7,31.9,36.3,59.3,47.4,15.6,11.1,13.1,9.7,-1,0.1,Red,Yellow,48.9,23.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,430,36,-1,26,WEST GARFIELD PARK
609897,Charles W Earle Elementary School,ES,60636,FALSE,FALSE,TRUE,Level 2,FALSE,2,24,-1,-1,4,62,4,71,-1,-1,-1,-1,3,53,3,48,93.80%,16.9,94.60%,100.00%,37.5,36.8,44.1,20.8,56.1,73.8,38.6,25,59.4,50.7,12,20,9.8,5.6,1.1,-0.6,Green,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,331,43,-1,67,WEST ENGLEWOOD
610248,Chicago Academy Elementary School,ES,60634,TRUE,TRUE,FALSE,Level 1,FALSE,4,66,-1,-1,3,40,2,22,-1,-1,-1,-1,3,47,3,51,96.30%,6,96.10%,100.00%,-1,-1,66.3,62.6,66.7,68.8,62.9,64.9,57.5,62.4,26.7,46.7,41.9,30.3,-0.1,1.8,Yellow,Green,50,53.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,601,30,-1,17,DUNNING
609899,Christian Ebinger Elementary School,ES,60631,TRUE,TRUE,FALSE,Level 1,FALSE,4,78,4,72,4,66,3,50,2,26,4,62,3,52,2,43,95.90%,9.3,95.20%,97.00%,84.7,61.5,81.2,68.5,63.3,82.2,77.4,69.4,56.8,70.1,34.5,53.4,50.6,40.2,0.5,1.4,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,650,30,-1,9,EDISON PARK
609863,Christopher Columbus Elementary School,ES,60622,TRUE,TRUE,FALSE,Level 1,FALSE,4,66,-1,-1,3,57,3,55,-1,-1,-1,-1,4,54,3,48,95.50%,2.4,96.90%,92.60%,77,72.3,59.2,48.7,57.7,62.5,76.2,56.9,78.8,63,40,45,42,30.5,1.1,1.6,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,309,35,-1,24,WEST TOWN
609790,Clara Barton Elementary School,ES,60620,FALSE,FALSE,TRUE,Level 3,FALSE,2,25,3,42,2,28,2,34,4,77,3,59,3,51,3,49,91.70%,25.3,96.40%,100.00%,64.3,-1,27,22.8,51.8,55.3,27.4,22.4,45.3,52.9,6.5,13,8.1,5.7,-0.5,-0.3,Yellow,Yellow,60,3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,602,43,-1,71,AUBURN GRESHAM
610347,Claremont Academy Elementary School,ES,60636,FALSE,FALSE,TRUE,Level 2,FALSE,2,36,2,33,3,50,3,51,4,62,3,59,2,46,3,52,92.50%,64.2,96.20%,100.00%,58.7,60.5,40.9,22.5,52.3,66.9,46,31.7,72.5,61,14.9,14.9,12.1,8.1,0.3,0.7,Yellow,Yellow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,531,43,-1,66,CHICAGO LAWN
610170,Columbia Explorers Elementary Academy,ES,60632,FALSE,FALSE,FALSE,Level 2,FALSE,3,59,4,64,3,59,4,63,4,65,4,72,3,52,4,55,95.40%,8.9,97.10%,100.00%,67.6,30.5,27.4,32.5,44.4,48.7,41.6,49.3,52.8,59.6,17.7,27.8,17.1,13.8,0.8,1.5,Green,Green,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1038,39,-1,58,BRIGHTON PARK
610004,Countee Cullen Elementary School,ES,60628,FALSE,FALSE,TRUE,Level 3,FALSE,1,14,-1,-1,2,28,2,34,-1,-1,-1,-1,-1,-1,-1,-1,94.10%,36.9,96.30%,100.00%,71.9,71.4,24.4,28.9,55.3,68.2,26.8,25.9,56.2,45.8,9.5,4.8,9.7,8.1,-1.8,-1.7,Red,Red,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,48,-1,49,ROSELAND
